drug,adverse_event,report_count
idursulfase,intentional dose omission,76
idursulfase,tooth abscess,76
inclisiran sodium,pain,76
infliximab,cataract,76
infliximab,drug level above therapeutic,76
infliximab-dyyb,paraesthesia,76
insulin human,visual impairment,76
lamotrigine,diarrhoea,76
lanadelumab,asthenia,76
leflunomide,pneumonia,76
lenalidomide,product dispensing error,76
lenalidomide,therapy cessation,76
lenvatinib,immune-mediated enterocolitis,76
levetiracetam,decreased appetite,76
levetiracetam,insomnia,76
linezolid,drug interaction,76
lorlatinib,arthralgia,76
lorlatinib,low density lipoprotein increased,76
mepolizumab,hypertension,76
metformin hydrochloride,pain in extremity,76
methotrexate sodium,pyrexia,76
metronidazole,off label use,76
mycophenolate mofetil,drug intolerance,76
nilotinib,fatigue,76
ocrelizumab,depression,76
ocrelizumab,tremor,76
ofatumumab,hypersensitivity,76
omalizumab,joint swelling,76
omalizumab,product availability issue,76
omalizumab,scratch,76
omalizumab,syringe issue,76
paclitaxel,hypotension,76
palbociclib,myalgia,76
palbociclib,myelosuppression,76
palbociclib,second primary malignancy,76
pembrolizumab,hepatic enzyme increased,76
pembrolizumab,hyperthyroidism,76
pembrolizumab,pulmonary embolism,76
pembrolizumab,renal failure,76
pimavanserin tartrate,cognitive disorder,76
prednisone,multiple organ dysfunction syndrome,76
quetiapine,weight increased,76
quetiapine fumarate,pneumonia,76
risankizumab-rzaa,herpes zoster,76
risankizumab-rzaa,hypoacusis,76
risankizumab-rzaa,intervertebral disc protrusion,76
rituximab,aspartate aminotransferase increased,76
rituximab-pvvr,arthralgia,76
rosuvastatin,malaise,76
ruxolitinib,acne,76
ruxolitinib phosphate,drug effective for unapproved indication,76
sacituzumab govitecan-hziy,nausea,76
selinexor,platelet count decreased,76
selinexor,weight decreased,76
semaglutide,drug dose titration not performed,76
semaglutide,sepsis,76
sodium oxybate,somnambulism,76
tafamidis,peripheral swelling,76
teduglutide,abdominal abscess,76
teduglutide,bile duct stone,76
teduglutide,stoma site inflammation,76
teduglutide,stomatitis,76
teduglutide,vaginal discharge,76
teriparatide,wrong technique in product usage process,76
ticagrelor,chest discomfort,76
tiotropium bromide,no adverse event,76
tipiracil hydrochloride\trifluridine,death,76
tirzepatide,memory impairment,76
tirzepatide,optic ischaemic neuropathy,76
tocilizumab,c-reactive protein increased,76
tocilizumab,product storage error,76
tolvaptan,diarrhoea,76
treprostinil,renal impairment,76
treprostinil sodium,asthenia,76
trofinetide,anxiety,76
upadacitinib,foot deformity,76
upadacitinib,hysterectomy,76
upadacitinib,psoriatic arthropathy,76
upadacitinib,seizure,76
ustekinumab,haematochezia,76
ustekinumab-stba,off label use,76
valsartan,headache,76
vedolizumab,bronchiectasis,76
vedolizumab,hypokalaemia,76
vedolizumab,irritability,76
vedolizumab,remission not achieved,76
vedolizumab,throat clearing,76
velaglucerase alfa,epistaxis,76
venetoclax,sepsis,76
venlafaxine hydrochloride,diarrhoea,76
vonicog alfa,fall,76
.alpha.1-proteinase inhibitor human,emphysema,75
.alpha.1-proteinase inhibitor human,skin laceration,75
.alpha.1-proteinase inhibitor human,viral infection,75
adalimumab,cyst,75
adalimumab,loss of therapeutic response,75
adalimumab,rash pruritic,75
adalimumab,tachycardia,75
adalimumab-adaz,accidental exposure to product,75
alendronate sodium,hip arthroplasty,75
alendronic acid,pain,75
aminolevulinic acid hydrochloride,product quality issue,75
amlodipine besylate,bradycardia,75
amoxicillin,anaphylactic shock,75
anastrozole,pruritus,75
anifrolumab-fnia,systemic lupus erythematosus,75
"antihemophilic factor, human recombinant",anxiety,75
"antihemophilic factor, human recombinant",gait inability,75
"antihemophilic factor, human recombinant",muscle spasms,75
"antihemophilic factor, human recombinant",neck injury,75
"antihemophilic factor, human recombinant",sneezing,75
apixaban,nausea,75
apomorphine hydrochloride,fatigue,75
aripiprazole,irritability,75
aripiprazole,maternal exposure during pregnancy,75
asfotase alfa,gait disturbance,75
asfotase alfa,weight decreased,75
benralizumab,off label use,75
benralizumab,pyrexia,75
bevacizumab,white blood cell count decreased,75
brexucabtagene autoleucel,immune effector cell-associated neurotoxicity syndrome,75
brigatinib,pleural effusion,75
brivaracetam,product availability issue,75
budesonide\formoterol fumarate dihydrate,dysphonia,75
budesonide\formoterol\glycopyrrolate,no adverse event,75
bupropion hydrochloride,seizure,75
cabozantinib s-malate,illness,75
calcium carbonate,anti-cyclic citrullinated peptide antibody positive,75
calcium carbonate,muscle injury,75
calcium carbonate,pyrexia,75
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,disorientation,75
carbidopa\levodopa,balance disorder,75
carbidopa\levodopa,off label use,75
celecoxib,facet joint syndrome,75
celecoxib,muscular weakness,75
certolizumab pegol,product dispensing issue,75
clopidogrel bisulfate,cerebral haemorrhage,75
deutetrabenazine,suicidal ideation,75
dexamethasone,asthenia,75
diclofenac,muscle spasms,75
diclofenac sodium,ill-defined disorder,75
donanemab-azbt,dizziness,75
dupilumab,eye allergy,75
eculizumab,platelet count decreased,75
elapegademase-lvlr,pyrexia,75
emtricitabine\tenofovir disoproxil fumarate,anxiety,75
estradiol,inappropriate schedule of product administration,75
estradiol,product ineffective,75
ethinyl estradiol\etonogestrel,no adverse event,75
evolocumab,gait disturbance,75
fam-trastuzumab deruxtecan-nxki,constipation,75
fenfluramine,status epilepticus,75
foscarbidopa\foslevodopa,delusion,75
foscarbidopa\foslevodopa,infusion site mass,75
foscarbidopa\foslevodopa,psychotic disorder,75
fremanezumab-vfrm,headache,75
gabapentin,asthenia,75
gabapentin,drug intolerance,75
human c1-esterase inhibitor,drug hypersensitivity,75
human immunoglobulin g,haemoptysis,75
human immunoglobulin g,weight abnormal,75
human immunoglobulin g\hyaluronidase (human recombinant),eye infection,75
human immunoglobulin g\hyaluronidase (human recombinant),gastroenteritis,75
human immunoglobulin g\hyaluronidase (human recombinant),hyperhidrosis,75
human immunoglobulin g\hyaluronidase (human recombinant),intervertebral disc protrusion,75
human immunoglobulin g\hyaluronidase (human recombinant),oral herpes,75
human immunoglobulin g\hyaluronidase (human recombinant),skin infection,75
hydroxychloroquine,condition aggravated,75
ibuprofen,headache,75
icatibant acetate,burning sensation,75
icatibant acetate,dysmenorrhoea,75
idursulfase,osteomyelitis,75
imatinib,malignant neoplasm progression,75
infliximab,eczema,75
infliximab-dyyb,oxygen saturation decreased,75
infliximab-dyyb,swelling,75
insulin lispro,glycosylated haemoglobin increased,75
interferon beta-1a,pain,75
ipilimumab,rash,75
istradefylline,constipation,75
ixazomib,burning sensation,75
lanreotide acetate,fall,75
leflunomide,rash,75
letrozole,drug ineffective,75
levetiracetam,asthenia,75
levetiracetam,fall,75
levothyroxine,drug ineffective,75
levothyroxine sodium,lip swelling,75
lisdexamfetamine dimesylate,irritability,75
lorlatinib,memory impairment,75
mesalamine,condition aggravated,75
metformin hydrochloride,cough,75
metformin hydrochloride,mental status changes,75
metformin hydrochloride,rash,75
methotrexate,visual impairment,75
methotrexate sodium,hepatic enzyme increased,75
methotrexate sodium,malaise,75
minoxidil,application site rash,75
minoxidil,wrong technique in product usage process,75
mometasone furoate monohydrate\olopatadine hydrochloride,product use issue,75
mycophenolate mofetil,cytomegalovirus viraemia,75
nilotinib,hypertension,75
nivolumab,cytokine release syndrome,75
ocrelizumab,alopecia,75
ocrelizumab,hypersensitivity,75
ofatumumab,optic neuritis,75
ofatumumab,therapeutic response shortened,75
olanzapine,constipation,75
omalizumab,decreased appetite,75
omeprazole,off label use,75
osimertinib,pain in extremity,75
osimertinib,seizure,75
oxycodone hydrochloride,dizziness,75
palbociclib,breast cancer female,75
pantoprazole,diarrhoea,75
pantoprazole,nausea,75
pegfilgrastim,off label use,75
pimavanserin tartrate,cerebrovascular accident,75
pimavanserin tartrate,hypoacusis,75
ponatinib,weight decreased,75
prednisone,post transplant lymphoproliferative disorder,75
pregabalin,hyperhidrosis,75
relugolix,renal disorder,75
ribociclib succinate,back pain,75
risankizumab-rzaa,head injury,75
risankizumab-rzaa,rash papular,75
rituximab,haemoglobin decreased,75
rituximab,lip dry,75
rituximab,rheumatic fever,75
rosuvastatin,drug intolerance,75
ruxolitinib,chills,75
ruxolitinib,product distribution issue,75
sacubitril\valsartan,asthenia,75
sarilumab,hypersensitivity,75
sarilumab,product dose omission issue,75
secukinumab,crohn's disease,75
secukinumab,liver disorder,75
somatropin,product preparation issue,75
somatropin,product use in unapproved indication,75
sparsentan,hepatic enzyme increased,75
sparsentan,malaise,75
spesolimab-sbzo,generalised pustular psoriasis,75
talquetamab,cytokine release syndrome,75
teduglutide,cholecystitis infective,75
teduglutide,escherichia infection,75
teduglutide,faecaloma,75
teduglutide,rib fracture,75
tirzepatide,injection site warmth,75
tirzepatide,retching,75
tocilizumab,blood pressure decreased,75
tocilizumab,dyspepsia,75
tocilizumab,influenza,75
tocilizumab,vision blurred,75
tofacitinib citrate,neoplasm malignant,75
tramadol,confusional state,75
treprostinil,choking,75
treprostinil,localised infection,75
triamcinolone,drug ineffective,75
tucatinib,malignant neoplasm progression,75
ubrogepant,migraine,75
ustekinumab,death,75
ustekinumab,incorrect dose administered,75
ustekinumab,pain,75
ustekinumab,rash,75
valbenazine ditosylate,drug ineffective,75
vancomycin hydrochloride,drug ineffective,75
velaglucerase alfa,dehydration,75
velaglucerase alfa,pneumonia mycoplasmal,75
venetoclax,cytopenia,75
zoledronic acid,influenza like illness,75
.alpha.1-proteinase inhibitor human,gastrointestinal disorder,74
.alpha.1-proteinase inhibitor human,herpes zoster,74
.alpha.1-proteinase inhibitor human,sciatica,74
abaloparatide,chest discomfort,74
abatacept,onychomadesis,74
acalabrutinib,anaemia,74
acalabrutinib,myocardial infarction,74
acetaminophen,analgesic drug level increased,74
acyclovir,acute kidney injury,74
adalimumab,deep vein thrombosis,74
adalimumab,therapy cessation,74
albuterol sulfate,expired product administered,74
albuterol sulfate\budesonide,device defective,74
alendronate sodium,dislocation of vertebra,74
alendronate sodium,epilepsy,74
alendronate sodium,weight decreased,74
allopurinol,acute kidney injury,74
alprazolam,completed suicide,74
amikacin,sputum increased,74
amoxicillin,diarrhoea,74
aripiprazole,hallucination,74
aripiprazole lauroxil,needle issue,74
articaine hydrochloride\epinephrine bitartrate,drug ineffective,74
atorvastatin,erectile dysfunction,74
avapritinib,bone pain,74
avapritinib,insomnia,74
belimumab,underdose,74
benralizumab,pain in extremity,74
bevacizumab,adverse event,74
bimekizumab,cough,74
bimekizumab-bkzx,needle issue,74
bosentan,hospitalisation,74
brigatinib,hypoaesthesia,74
budesonide,arthralgia,74
budesonide,palpitations,74
budesonide\formoterol\glycopyrrolate,vision blurred,74
calcium carbonate,drug intolerance,74
calcium carbonate,pneumonia,74
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,therapeutic response unexpected,74
capecitabine,thrombocytopenia,74
capivasertib,blood glucose increased,74
carbidopa\levodopa,device breakage,74
carbidopa\levodopa,loss of personal independence in daily activities,74
carboplatin,constipation,74
celecoxib,grip strength decreased,74
ciltacabtagene autoleucel,cranial nerve paralysis,74
clonidine,drug ineffective,74
clozapine,disease progression,74
clozapine,neuropathy peripheral,74
clozapine,rhinalgia,74
corticotropin,hypoaesthesia,74
cyclosporine,eye swelling,74
dapagliflozin,pruritus,74
deutetrabenazine,fall,74
diclofenac,blood cholesterol increased,74
diclofenac,insomnia,74
diclofenac sodium,bursitis,74
dulaglutide,injection site mass,74
dupilumab,foot fracture,74
dupilumab,head discomfort,74
dupilumab,speech disorder,74
empagliflozin,glycosylated haemoglobin increased,74
encorafenib,pyrexia,74
eptinezumab-jjmr,inappropriate schedule of product administration,74
esomeprazole magnesium,confusional state,74
etanercept,diarrhoea,74
etanercept,neoplasm malignant,74
evolocumab,blood pressure increased,74
evolocumab,memory impairment,74
faricimab-svoa,visual acuity reduced,74
fulvestrant,pleural effusion,74
furosemide,infusion site pain,74
guselkumab,syringe issue,74
human immunoglobulin g,acute kidney injury,74
human immunoglobulin g,allergic cough,74
human immunoglobulin g,allergy to animal,74
human immunoglobulin g,squamous cell carcinoma,74
human immunoglobulin g,therapy change,74
human immunoglobulin g\hyaluronidase (human recombinant),decreased immune responsiveness,74
human immunoglobulin g\hyaluronidase (human recombinant),hypoaesthesia,74
human immunoglobulin g\hyaluronidase (human recombinant),injection site discharge,74
icatibant acetate,fear,74
icatibant acetate,fear of injection,74
imatinib,drug intolerance,74
imiglucerase,weight increased,74
inclisiran sodium,rash,74
infliximab,bronchitis,74
infliximab,intestinal stenosis,74
infliximab,therapy cessation,74
insulin glargine\lixisenatide,accidental exposure to product,74
insulin lispro,illness,74
insulin lispro,malaise,74
iopromide,dyspnoea,74
isotretinoin,myalgia,74
lamotrigine,epilepsy,74
lanadelumab,cardiac disorder,74
lanadelumab,injection site swelling,74
lecanemab-irmb,pyrexia,74
leflunomide,product use issue,74
lenalidomide,febrile neutropenia,74
letrozole,metastases to bone,74
levetiracetam,anxiety,74
levofloxacin,tendon pain,74
levofloxacin,tendonitis,74
levonorgestrel,menstruation irregular,74
levothyroxine sodium,diplopia,74
levothyroxine sodium,transient ischaemic attack,74
mepolizumab,sputum discoloured,74
methotrexate,oropharyngeal pain,74
methotrexate,road traffic accident,74
mirtazapine,product use in unapproved indication,74
mycophenolate mofetil,acute graft versus host disease,74
mycophenolate mofetil,herpes zoster,74
natalizumab,mobility decreased,74
nintedanib,dry mouth,74
nintedanib,gait disturbance,74
ofatumumab,hyperhidrosis,74
onabotulinumtoxina,dysphagia,74
onabotulinumtoxina,therapeutic product effect incomplete,74
ondansetron,off label use,74
oxycodone hydrochloride,product prescribing issue,74
palbociclib,dyspepsia,74
palbociclib,red cell distribution width increased,74
peginterferon alfa-2a,off label use,74
pembrolizumab,hypotension,74
pembrolizumab,immune-mediated renal disorder,74
pomalidomide,contusion,74
ponatinib,leukaemia,74
ponatinib,thrombosis,74
pregabalin,covid-19,74
quetiapine fumarate,product use issue,74
ravulizumab-cwvz,general physical health deterioration,74
relugolix,chest discomfort,74
relugolix,sinusitis,74
relugolix,tremor,74
ribociclib succinate,abdominal pain upper,74
ribociclib succinate,dry skin,74
risperidone,overdose,74
rituximab,immunosuppression,74
rivaroxaban,product prescribing issue,74
rosuvastatin calcium,vomiting,74
ruxolitinib,diabetes mellitus,74
semaglutide,blood pressure decreased,74
semaglutide,wrong technique in device usage process,74
sertraline hydrochloride,cognitive disorder,74
sertraline hydrochloride,muscular weakness,74
sertraline hydrochloride,sleep disorder,74
simvastatin,intentional product misuse,74
siponimod,multiple sclerosis relapse,74
sodium oxybate,nasopharyngitis,74
sotatercept,epistaxis,74
sparsentan,muscle spasms,74
sparsentan,somnolence,74
tarlatamab,cytokine release syndrome,74
teduglutide,change of bowel habit,74
